Iteration,QD-Score,Coverage,Maximum,Average
1,-14839.685660903835,0.004,-106.6653497827705,-370.9921415225959
2,-12268.315751071104,0.0045,-43.85523720723577,-272.6292389126912
3,-11612.494381577637,0.0049,-17.73527428531088,-236.98968125668648
4,-10649.672660899947,0.0061,-1.0871953947935253,-174.58479771967126
5,-10558.143011066526,0.0077,21.839283644314854,-137.11874040346137
6,-9622.544875974865,0.0083,36.586410800367595,-115.934275614155
7,-9129.291330341295,0.0088,47.6219321555458,-103.74194693569653
8,-8422.177727426582,0.009,74.90197566479328,-93.57975252696203
9,-7724.370332466333,0.0091,157.27704128212935,-84.883190466663
10,-6328.779520633976,0.0093,237.23603129286784,-68.05139269498899
11,-5176.155848913923,0.0094,363.232247647451,-55.06548775440344
12,-3483.179797174108,0.0094,419.72299034895843,-37.05510422525647
13,-127.1978157643739,0.0095,520.5646344613284,-1.3389243764670937
14,1419.1452599282331,0.0096,672.02336235377,14.782763124252428
15,2992.6614470419718,0.0096,672.02336235377,31.17355674002054
16,8534.992781363584,0.0101,810.5486762782093,84.50487902340183
17,19039.084499697296,0.0104,810.5486762782093,183.06812018939706
18,28306.92867415378,0.0114,822.1512418310856,248.30639187854192
19,36087.014161642444,0.0129,822.1512418310856,279.74429582668563
20,54877.05945968492,0.016,822.1512418310856,342.9816216230307
21,76635.49749550947,0.0196,838.9285956158885,390.9974362015789
22,136153.79445344966,0.0272,905.4720965686487,500.56542078474143
23,147338.63452135937,0.0284,905.4720965686487,518.7980088780259
24,157075.32587851238,0.0297,905.4720965686487,528.8731511061022
25,175208.83482550026,0.0322,905.4720965686487,544.1268162282616
26,191077.05499576064,0.0346,905.4720965686487,552.2458236871695
27,196212.75464138918,0.0352,905.4720965686487,557.4225984130375
28,241755.35029660628,0.0406,916.9042705792468,595.4565278241535
29,261030.35945280842,0.0429,916.9042705792468,608.4623763468728
30,288846.63200830517,0.0466,916.9042705792468,619.8425579577364
31,333399.9992750792,0.0522,916.9042705792468,638.6973166189256
32,362073.09249334456,0.0567,916.9042705792468,638.5768827043114
33,382302.040244446,0.0588,916.9042705792468,650.1735378306905
34,417427.51496273687,0.0632,916.9042705792468,660.486574308128
35,461947.0830512169,0.0686,961.5310186165618,673.3922493457973
36,485778.17879426345,0.0715,961.5310186165618,679.4100402716971
37,509050.5430287392,0.0739,1022.7199173682602,688.8370000388893
38,515334.45637056686,0.0752,1022.7199173682602,685.2851813438389
39,526166.9832851253,0.0767,1022.7199173682602,686.0064971122886
40,539183.4318244914,0.0783,1022.7199173682602,688.6123011807042
41,556863.8604619288,0.0804,1029.6494175558678,692.6167418680706
42,573550.1623709867,0.082,1029.6494175558678,699.4514175255935
43,596825.0177317373,0.0838,1164.5046745658735,712.2016918039825
44,611981.6557404574,0.0854,1164.5046745658735,716.6061542628306
45,619531.7789685171,0.0907,1164.5046745658735,683.0559856323231
46,629298.8161221758,0.0955,1164.5046745658735,658.9516399185087
47,656914.0020760796,0.105,1164.5046745658735,625.6323829295997
48,666960.3565837761,0.1068,1164.5046745658735,624.494715902412
49,681063.351263176,0.1115,1164.5046745658735,610.819149114956
50,684830.6349031179,0.1165,1164.5046745658735,587.8374548524617
51,693419.0056396659,0.1177,1164.5046745658735,589.1410413251197
52,689127.6980294331,0.1195,1164.5046745658735,576.67589793258
53,691029.5647457758,0.1197,1164.5046745658735,577.3012236806815
54,693526.5261260304,0.1199,1164.5046745658735,578.4207890959386
55,702562.9627507725,0.1207,1190.8201611523632,582.0737056758678
56,706012.2092919184,0.1209,1316.973877259274,583.963779397782
57,720569.7868976666,0.1223,1442.262679124374,589.1821642662851
58,726882.5575869888,0.1225,1579.6826480642433,593.3735163975418
59,734964.7472534836,0.1227,1704.5509501209067,598.993274045219
60,740232.688690062,0.123,1809.9829610330478,601.815194056961
61,753986.3405065226,0.1234,1956.3067248048794,611.0100004104721
62,766491.8501999363,0.1245,2094.3421633880203,615.6561045782621
63,787661.2108674508,0.128,2186.766925928797,615.360320990196
64,789691.6177621596,0.1282,2186.766925928797,615.9841012185332
65,798802.8831000584,0.1294,2186.766925928797,617.3128926584686
66,802192.2466318355,0.1295,2186.766925928797,619.4534723025756
67,812281.4548057745,0.1306,2186.766925928797,621.9612977073311
68,821685.7244711119,0.1313,2186.766925928797,625.8078632681736
69,822943.5210561297,0.1313,2186.766925928797,626.7658195400836
70,826451.0624920542,0.1316,2186.766925928797,628.0023271216218
71,826805.0727180465,0.1317,2186.766925928797,627.7942845239533
72,828291.5314616533,0.1319,2186.766925928797,627.9693187730503
73,829723.0766299835,0.1319,2186.766925928797,629.0546449052188
74,831472.2898343472,0.1321,2186.766925928797,629.4264116838359
75,832478.7543452609,0.1321,2186.766925928797,630.1883076042853
76,834481.4817808957,0.1321,2186.766925928797,631.7043768212685
77,835371.1375668985,0.1322,2186.766925928797,631.8994989159595
78,836216.8270860155,0.1322,2186.766925928797,632.539203544641
79,838689.1004489226,0.1322,2186.766925928797,634.4093044242985
80,841501.2832355048,0.1324,2186.766925928797,635.5749873379946
81,844515.4585380777,0.1327,2186.766925928797,636.4095392148287
82,846066.0604406153,0.1327,2186.766925928797,637.5780410253318
83,849838.9807919454,0.1328,2186.766925928797,639.9389915601998
84,853777.9970145803,0.1328,2186.766925928797,642.9051182338707
85,856711.2427638908,0.133,2186.766925928797,644.1437915517976
86,859422.0082908618,0.1331,2186.766925928797,645.696475049483
87,860074.7957172825,0.1331,2186.766925928797,646.1869239047952
88,861705.8476614347,0.1331,2186.766925928797,647.4123573714761
89,862702.2081488359,0.1331,2236.270760960807,648.1609377526942
90,867624.9548739613,0.1331,2321.724433625722,651.8594702283706
91,868078.0365940694,0.1331,2364.8944662857684,652.1998772307059
92,876039.5056814181,0.1333,2364.8944662857684,657.1939277429993
93,876154.7211005077,0.1333,2364.8944662857684,657.2803609156097
94,876305.1426811225,0.1333,2364.8944662857684,657.3932053121699
95,876305.1426811225,0.1333,2364.8944662857684,657.3932053121699
96,868853.4063093703,0.1342,2364.8944662857684,647.4317483676381
97,845348.752662654,0.1374,2364.8944662857684,615.2465448782052
98,839856.7958960264,0.1385,2364.8944662857684,606.3947984808855
99,771946.0609128063,0.1445,2364.8944662857684,534.2187272752985
100,768698.2136021592,0.1459,2364.8944662857684,526.8664932160104
101,762454.6953193609,0.1471,2364.8944662857684,518.3240620797831
102,761200.4925389867,0.1473,2364.8944662857684,516.7688340386875
103,758330.875557026,0.1481,2364.8944662857684,512.0397539210169
104,757102.9946904818,0.1487,2364.8944662857684,509.1479453197591
105,748380.4738172863,0.1501,2364.8944662857684,498.58792392890496
106,749166.484193654,0.1502,2364.8944662857684,498.77928375076834
107,748444.1095686916,0.1503,2364.8944662857684,497.96680610026056
108,747644.6972228218,0.1506,2364.8944662857684,496.4440220603066
109,747079.2681671402,0.1508,2364.8944662857684,495.41065528324947
110,742007.6436261288,0.1514,2364.8944662857684,490.0975189076148
111,729800.377088868,0.1527,2364.8944662857684,477.9308297896974
112,710119.5679722936,0.1553,2364.8944662857684,457.25664389716263
113,711205.8496408046,0.1553,2364.8944662857684,457.9561169612393
114,712083.9945589629,0.1556,2364.8944662857684,457.6375286368656
115,710280.1017056141,0.1561,2364.8944662857684,455.0160805289008
116,709620.4291446994,0.1564,2364.8944662857684,453.72150201067734
117,711571.2101283788,0.1567,2364.8944662857684,454.09777289622133
118,712504.3542839055,0.1568,2364.8944662857684,454.4032871708581
119,712504.3542839055,0.1568,2364.8944662857684,454.4032871708581
120,712561.7539905299,0.1568,2364.8944662857684,454.43989412661347
121,712401.0102669207,0.1569,2364.8944662857684,454.0478076908353
122,713402.5650369674,0.1571,2364.8944662857684,454.10729792295825
123,713515.5035301651,0.1571,2364.8944662857684,454.17918747941764
124,714345.6859068505,0.1571,2364.8944662857684,454.7076294760347
125,716189.4625494728,0.1573,2364.8944662857684,455.30162908421664
126,716506.0403507956,0.1573,2364.8944662857684,455.50288642771494
127,717641.2979052479,0.1573,2364.8944662857684,456.22460133836483
128,717998.1000388293,0.1574,2364.8944662857684,456.1614358569436
129,719813.1857439317,0.1574,2364.8944662857684,457.31460339512813
130,721420.8085740147,0.1574,2364.8944662857684,458.33596478654044
131,723716.921266062,0.1574,2364.8944662857684,459.7947403215133
132,724960.9887354841,0.1575,2364.8944662857684,460.2926912606248
133,724804.9107613332,0.1576,2364.8944662857684,459.9015931226733
134,731125.9721255488,0.158,2364.8944662857684,462.73795704148654
135,732342.9432522252,0.158,2364.8944662857684,463.5081919317881
136,732684.2312724529,0.158,2364.8944662857684,463.72419700788157
137,733283.9016264173,0.158,2364.8944662857684,464.1037352065932
138,735062.2496009537,0.158,2364.8944662857684,465.22927189933773
139,737308.0943981522,0.1581,2364.8944662857684,466.3555309286225
140,739934.4013181488,0.1582,2364.8944662857684,467.72086050451884
141,745556.7638668728,0.1588,2364.8944662857684,469.4941837952599
142,747764.8242272885,0.1589,2364.8944662857684,470.58830977173596
143,748111.6629571781,0.1589,2364.8944662857684,470.80658461748146
144,750758.2323794533,0.1589,2364.8944662857684,472.47214120796303
145,754033.3319917526,0.1592,2364.8944662857684,473.6390276330104
146,754641.1018917847,0.1592,2364.8944662857684,474.0207926455934
147,760104.9250656561,0.1593,2364.8944662857684,477.1531230795079
148,765900.9647890003,0.1594,2364.8944662857684,480.4899402691345
149,767429.9836752733,0.1594,2364.8944662857684,481.4491742002969
150,768452.1861744282,0.1594,2364.8944662857684,482.09045556739534
151,770113.5959388198,0.1594,2364.8944662857684,483.13274525647415
152,771859.1528646894,0.1594,2376.2388454929787,484.2278248837449
153,773768.632019481,0.1594,2524.623463163292,485.42574154296176
154,774868.7797462854,0.1594,2560.366237995401,486.11592204911256
155,776073.3969433339,0.1594,2657.988051551883,486.8716417461317
156,779328.7842770388,0.1594,2657.988051551883,488.9139173632615
157,780832.0523700468,0.1594,2902.464721406554,489.8569964680344
158,782544.2353344002,0.1594,2902.464721406554,490.9311388547053
159,786298.84798924,0.1594,2957.569650223481,493.2866047611292
160,791304.6288326129,0.1594,3174.284747456247,496.42699424881613
161,800420.2483148962,0.1597,3299.392391381599,501.20240971502585
162,806715.3424378106,0.1603,3299.392391381599,503.25348873225863
163,808431.3403407922,0.1603,3395.6452455288468,504.32398025002635
164,810338.0888054867,0.1604,3498.9548926195303,505.1983097291064
165,811663.5397927419,0.1604,3613.942048018695,506.02465074360464
166,813796.2279386494,0.1604,3613.942048018695,507.35425681960686
167,826268.7166630542,0.161,3613.942048018695,513.2103830205306
168,826964.768445824,0.161,3613.942048018695,513.6427133203877
169,835573.8128616881,0.1614,3613.942048018695,517.7037254409468
170,837449.8364617717,0.1614,3613.942048018695,518.8660696789168
171,840725.905458146,0.1614,3613.942048018695,520.8958522045514
172,843283.861813198,0.1615,3613.942048018695,522.1571899772124
173,897236.4781516482,0.1661,3613.942048018695,540.1784937698062
174,924167.6371702821,0.1696,3613.942048018695,544.9101634258739
175,935653.5696312893,0.1713,3613.942048018695,546.2075712967246
176,945898.0663253844,0.1721,3613.942048018695,549.6211890327626
177,957239.1425785315,0.1736,3613.942048018695,551.4050360475412
178,962357.5315527811,0.1743,3613.942048018695,552.1270978501326
179,972529.1750629091,0.1764,3613.942048018695,551.3203940265925
180,972927.1956516894,0.1765,3613.942048018695,551.2335386128552
181,979411.0593151547,0.1779,3613.942048018695,550.5402244604579
182,980207.0407631313,0.178,3613.942048018695,550.678112788276
183,984381.8397473088,0.1787,3613.942048018695,550.8572130650861
184,987591.5639334376,0.1798,3613.942048018695,549.272282499131
185,1006753.3028514918,0.1819,3613.942048018695,553.4652572025793
186,1008017.7613377848,0.1827,3613.942048018695,551.7338595171236
187,1027476.0663847594,0.1853,3613.942048018695,554.4932900079651
188,1033350.907698718,0.1857,3613.942048018695,556.4625243396436
189,1067033.802691351,0.1883,3613.942048018695,566.6669159274301
190,1075641.0377007981,0.1896,3613.942048018695,567.3212224160328
191,1106361.4226126256,0.1926,3613.942048018695,574.4347988642916
192,1119016.548173569,0.1933,3613.942048018695,578.9014734472679
193,1132107.6797988254,0.1957,3613.942048018695,578.4914051092618
194,1159959.261097622,0.1994,3613.942048018695,581.7248049637021
195,1168454.7735790242,0.2004,3613.942048018695,583.0612642609901
196,1193848.2931727413,0.2024,3613.942048018695,589.8459946505639
197,1216560.731993974,0.2048,3613.942048018695,594.0237949189326
198,1239137.7111038156,0.207,3613.942048018695,598.6172517409738
199,1263888.4272587404,0.2095,3613.942048018695,603.2880321044107
200,1281217.6971927597,0.2109,3613.942048018695,607.5000935005974
201,1293076.762461835,0.2111,3613.942048018695,612.542284444261
202,1296014.8638846064,0.2144,3613.942048018695,604.4845447222978
203,1300259.734167636,0.2149,3613.942048018695,605.0533895614872
204,1303982.8829330679,0.2165,3613.942048018695,602.3015625556895
205,1307912.099987304,0.2169,3613.942048018695,603.0023513081162
206,1318969.067079458,0.2186,3613.942048018695,603.3710279411976
207,1335768.086973286,0.2201,3613.942048018695,606.8914525094439
208,1340237.3601627345,0.2205,3613.942048018695,607.8173968991994
209,1362465.4369139788,0.2222,3613.942048018695,613.1707636876592
210,1383977.1373618296,0.2251,3613.942048018695,614.8276931860638
211,1390953.5499385027,0.2256,3613.942048018695,616.5574246181307
212,1401151.9089691488,0.2261,3613.942048018695,619.7045152450901
213,1406332.8333522603,0.2263,3613.942048018695,621.4462365675034
214,1433531.658255057,0.2294,3613.942048018695,624.9048205122306
215,1446204.0987940188,0.2305,3613.942048018695,627.4204333162771
216,1474451.8441408968,0.2341,3613.942048018695,629.838463964501
217,1478523.494719578,0.2341,3613.942048018695,631.5777422979829
218,1485232.683480929,0.2346,3613.942048018695,633.0915104351785
219,1527006.7033119376,0.2373,3613.942048018695,643.4920789346555
220,1533363.8775275114,0.2375,3613.942048018695,645.6268958010575
221,1536273.2660872967,0.2375,3613.942048018695,646.8519015104407
222,1550289.4315995204,0.2385,3613.942048018695,650.0165331654174
223,1564239.472786911,0.2392,3613.942048018695,653.9462678875046
224,1590897.584736361,0.2398,3613.942048018695,663.4268493479403
225,1615136.2987079916,0.2409,3613.942048018695,670.4592356612668
226,1622829.504834345,0.2411,3613.942048018695,673.0939464265222
227,1645527.0786781174,0.2423,3613.942048018695,679.1279730409069
228,1659836.5770087978,0.2426,3613.942048018695,684.1865527653742
229,1672288.3400428516,0.243,3613.942048018695,688.1845020752476
230,1678473.9658997597,0.2432,3613.942048018695,690.161992557467
231,1690998.6593471405,0.2434,3613.942048018695,694.7406160012903
232,1701299.1656948058,0.2436,3613.942048018695,698.3986722885081
233,1712620.222632606,0.2437,3613.942048018695,702.7575800708273
234,1733308.007933373,0.2441,3613.942048018695,710.0811175474695
235,1744577.1956908633,0.2442,3613.942048018695,714.4050760404846
236,1759611.6664521627,0.2448,3613.942048018695,718.7956153807854
237,1765644.0944195564,0.2451,3613.942048018695,720.3770275069589
238,1784721.4834899788,0.2463,3613.942048018695,724.6128637799345
239,1791253.7256907697,0.2466,3613.942048018695,726.380261837295
240,1799158.2624887167,0.2471,3613.942048018695,728.1093737307635
241,1810337.490390485,0.2477,3613.942048018695,730.8588980179592
242,1817384.3705360556,0.2479,3613.942048018695,733.1118880742459
243,1838637.9140233004,0.2484,3613.942048018695,740.1923969497989
244,1857191.185264796,0.2493,3613.942048018695,744.9623687383859
245,1863460.2922076888,0.2493,3613.942048018695,747.4770526304408
246,1866751.1274486159,0.2493,3613.942048018695,748.797082811318
247,1886007.681791039,0.2496,3613.942048018695,755.612051999615
248,1907893.1876823811,0.2505,3613.942048018695,761.6340070588348
249,1920747.6373210796,0.2507,3613.942048018695,766.1538242206142
250,1926318.2403905254,0.2508,3613.942048018695,768.0694738399225
251,1937263.4258160095,0.2513,3613.942048018695,770.8967074476759
