Iteration,QD-Score,Coverage,Maximum,Average
1,56954.81851048017,0.0732,431.68634803295134,311.2285164507113
2,74960.55299962759,0.0792,660.5146832466125,378.58865151327063
3,87321.19143711327,0.0804,900.7672388076783,434.43378824434467
4,110666.8832483053,0.0836,1336.402920770645,529.506618412944
5,127882.77797865865,0.0848,2104.1002138853073,603.2206508427295
6,166414.8443271279,0.0884,3360.1306941509247,753.0083453716195
7,188819.3634376645,0.0892,4964.246730899811,846.7236028594821
8,213553.53047705887,0.0904,5922.2180428028105,944.9271260046853
9,245838.22554532287,0.0924,6587.815058779716,1064.2347426204453
10,283963.36590329406,0.0948,7038.844132113457,1198.1576620392154
11,295274.6838270783,0.0952,7371.980635428428,1240.6499320465475
12,310230.69551872014,0.096,7463.66836950779,1292.6278979946671
13,333440.7103010058,0.0972,7767.56589038372,1372.1839930082544
14,335622.82076195476,0.0972,7987.973257064819,1381.1638714483736
15,381953.92623258824,0.0996,8272.740217781067,1533.95151097425
16,405584.54152122734,0.1008,8272.740217781067,1609.4624663540767
17,413166.10459743737,0.1012,8352.93708357811,1633.0676071044954
18,438433.18082495924,0.1024,8525.985963201523,1712.629612597497
19,444757.36345481867,0.1028,8618.969945693016,1730.5733986568819
20,465700.675389111,0.104,8648.719098162652,1791.156443804273
21,467405.0023226618,0.104,8805.477193784714,1797.7115473948531
22,475847.9614748835,0.1044,8843.846975016593,1823.172266187293
23,486193.15920904867,0.1048,8921.546721816063,1855.6990809505673
24,496512.02834447613,0.1052,8978.205220937729,1887.8784347698713
25,505776.5623819231,0.1056,9000.640924525262,1915.820312052739
26,529618.7529429792,0.1068,9054.561489176751,1983.5908349924316
27,538626.6526063798,0.1072,9085.606404113769,2009.8009425611187
28,548126.502613604,0.1076,9155.627306818962,2037.6449911286393
29,557260.7698245166,0.108,9178.346823692322,2063.928777127839
30,557764.4095084785,0.108,9263.506907105446,2065.7941092906613
31,566163.1377293228,0.1084,9263.506907105446,2089.1628698498994
32,566266.7356809973,0.1084,9282.154783701897,2089.545150114381
33,575392.7364219307,0.1088,9341.95511803627,2115.4144721394514
34,593562.8647563576,0.1096,9341.95511803627,2166.2878275779476
35,602219.4546637892,0.11,9341.95511803627,2189.888926050143
36,610518.3957811951,0.1104,9341.95511803627,2212.023173120272
37,610518.3957811951,0.1104,9341.95511803627,2212.023173120272
38,617838.7982365012,0.1108,9341.95511803627,2230.464975583037
39,625425.5979240059,0.1112,9341.95511803627,2249.732366633115
40,625425.5979240059,0.1112,9341.95511803627,2249.732366633115
41,626443.2313441157,0.1112,9341.95511803627,2253.3929185040133
42,626443.2313441157,0.1112,9341.95511803627,2253.3929185040133
43,626443.2313441157,0.1112,9341.95511803627,2253.3929185040133
44,634482.9577923774,0.1128,9341.95511803627,2249.9395666396363
45,654795.8177490949,0.1144,9341.95511803627,2289.495866255577
46,656528.2163253545,0.1144,9341.95511803627,2295.553203934806
47,661206.192773509,0.1148,9341.95511803627,2303.8543302212856
48,663158.5017855047,0.1148,9341.95511803627,2310.656800646358
49,673411.8709323286,0.1148,9341.95511803627,2346.3828255481835
50,674117.7018227696,0.1148,9341.95511803627,2348.842166629859
51,685090.3283752799,0.1152,9341.95511803627,2378.7858624141663
52,690488.0459273935,0.1152,9341.95511803627,2397.527937247894
