Iteration,QD-Score,Coverage,Maximum,Average
1,2272.928891486117,0.0272,232.70452774520965,33.425424874795844
2,40919.2483206179,0.044,872.4713161805645,371.99316655107185
3,107704.62702290711,0.0592,2142.288911189139,727.7339663709939
4,185992.85611709708,0.0688,3400.345932400413,1081.3538146342853
5,232306.96997425891,0.0724,4450.779367405176,1283.4639225097178
6,247726.69817231744,0.0724,5307.641150005162,1368.6557910072786
7,259708.336470801,0.0728,5884.373107035458,1426.9688817076978
8,275790.14622864313,0.0736,6408.139491185546,1498.8594903730605
9,287863.13577144896,0.074,6881.795826303959,1556.0169501159403
10,301380.49289405125,0.0748,7068.367403686047,1611.6603898077608
11,310804.281557864,0.0752,7522.846077929437,1653.2142636056594
12,313023.9392275535,0.0752,7753.034326940775,1665.0209533380505
13,322462.6947320879,0.0756,7893.388073215634,1706.151823979301
14,329864.8284146518,0.076,8086.537943708897,1736.1306758665885
15,330787.2060503163,0.076,8187.465689608454,1740.9852950016646
16,332596.9397144176,0.076,8247.049622759223,1750.5102090232506
17,332774.8834955886,0.076,8424.993403930217,1751.44675523994
18,333986.7920948096,0.076,8432.481851676106,1757.8252215516293
19,334091.7057323337,0.076,8432.481851676106,1758.37739859123
20,334620.9295764767,0.076,8432.481851676106,1761.162787244614
21,334620.9295764767,0.076,8432.481851676106,1761.162787244614
22,334620.9295764767,0.076,8432.481851676106,1761.162787244614
23,334620.9295764767,0.076,8432.481851676106,1761.162787244614
24,335841.4314993041,0.076,8432.481851676106,1767.5864815752846
25,336484.89929145126,0.076,8432.481851676106,1770.973154165533
26,342989.5251713775,0.0764,8476.623394286633,1795.7566762899346
27,343183.12208550127,0.0764,8513.69553245604,1796.7702726989596
28,344006.37920075434,0.0764,8692.900264988839,1801.080519375677
29,344560.24352005945,0.0764,8692.900264988839,1803.9803325657563
30,344617.3465569027,0.0764,8692.900264988839,1804.2793013450403
31,344617.3465569027,0.0764,8692.900264988839,1804.2793013450403
32,344617.3465569027,0.0764,8692.900264988839,1804.2793013450403
33,351964.0940597113,0.0776,8692.900264988839,1814.2479075242852
34,361886.3184394546,0.0784,8692.900264988839,1846.3587675482377
35,366528.90222209564,0.0784,8692.900264988839,1870.045419500488
36,368094.2395045361,0.0784,8692.900264988839,1878.0318342068167
37,368873.1393862775,0.0784,8692.900264988839,1882.0058131952933
38,369866.08146058675,0.0784,8692.900264988839,1887.071844186667
39,371238.1368315546,0.0784,8692.900264988839,1894.072126691605
40,371450.1318924671,0.0784,8692.900264988839,1895.1537341452404
41,372503.8052894788,0.0784,8692.900264988839,1900.5296188238715
42,402048.8202336876,0.0804,8692.900264988839,2000.2428867347642
43,406104.64146653394,0.0804,8692.900264988839,2020.421101823552
44,414082.0624810254,0.0812,8692.900264988839,2039.8131156700758
45,427280.3135779744,0.0824,8692.900264988839,2074.1762795047302
46,427419.3693398019,0.0824,8692.900264988839,2074.8513074747666
47,432421.0393893381,0.0824,8692.900264988839,2099.131259171544
48,434864.2046612536,0.0824,8692.900264988839,2110.991284763367
49,441688.4928354935,0.0828,8692.900264988839,2133.760834954075
50,442370.7569115942,0.0828,8692.900264988839,2137.056796674368
51,454961.3209181899,0.0844,8692.900264988839,2156.214791081469
52,455671.9989374408,0.0844,8855.565501070023,2159.5829333528
53,455707.7311207851,0.0844,8855.565501070023,2159.7522801932946
54,455807.9412127392,0.0844,8855.565501070023,2160.2272095390485
55,460376.9936544306,0.0844,9048.80912130028,2181.8814865138893
56,460584.6819290243,0.0844,9048.80912130028,2182.8657911328164
57,460977.9594106935,0.0844,9048.80912130028,2184.7296654535235
58,461042.6949057661,0.0844,9113.544616372883,2185.0364687477067
59,461045.31027196127,0.0844,9113.544616372883,2185.0488638481575
60,461104.5104790621,0.0844,9113.544616372883,2185.3294335500573
61,462032.3153480083,0.0844,9125.395141586661,2189.726613023736
62,462075.82045775955,0.0844,9125.395141586661,2189.932798378007
63,462137.70315118885,0.0844,9125.395141586661,2190.226081285255
64,462400.95015270606,0.0844,9148.696075324715,2191.47369740619
65,462626.04692916205,0.0844,9148.696075324715,2192.54050677328
66,462706.8153834232,0.0844,9207.857903014123,2192.923295656034
67,462880.8659138106,0.0844,9228.579887795448,2193.7481796863062
68,463384.06886205456,0.0844,9228.579887795448,2196.133027782249
69,463384.06886205456,0.0844,9228.579887795448,2196.133027782249
70,463412.02429487265,0.0844,9228.579887795448,2196.2655179851786
71,463412.02429487265,0.0844,9228.579887795448,2196.2655179851786
72,465990.05512149254,0.0844,9228.579887795448,2208.483673561576
73,470399.0565706871,0.0844,9228.579887795448,2229.379415026953
74,470656.9929716439,0.0844,9228.579887795448,2230.6018624248527
75,470991.77836386795,0.0844,9228.579887795448,2232.1885230515068
76,474026.26316968846,0.0844,9228.579887795448,2246.5699676288555
77,475998.22779730643,0.0844,9228.579887795448,2255.915771551215
78,480725.495205417,0.0844,9228.579887795448,2278.319882490128
79,486299.71466373734,0.0848,9228.579887795448,2293.8665786025344
80,526445.9448180009,0.0868,9228.579887795448,2426.0181788847967
81,538011.8230865401,0.0868,9228.579887795448,2479.31715708083
82,548954.5006460375,0.0892,9228.579887795448,2461.6793750943384
83,590757.8880975145,0.0928,9228.579887795448,2546.370207316873
84,646074.0368243074,0.104,9228.579887795448,2484.9001416319516
85,666197.2079025129,0.1076,9228.579887795448,2476.569546105996
86,689557.0022349189,0.1256,9228.579887795448,2196.0414083914616
87,712393.2923717777,0.1256,9228.579887795448,2268.768447043878
88,733343.4947927184,0.1356,9228.579887795448,2163.2551468811753
89,797831.973606653,0.1512,9228.579887795448,2110.6665968429975
90,802327.1649194534,0.1552,9228.579887795448,2067.853517833643
91,809156.6012233797,0.1632,9228.579887795448,1983.2269637827935
92,816404.121892409,0.1636,9228.579887795448,1996.0980975364525
93,817093.9430207061,0.1636,9228.579887795448,1997.7847017621175
94,819860.6275962256,0.1644,9228.579887795448,1994.7947143460476
95,821442.0711294503,0.1656,9228.579887795448,1984.1595921001217
96,808196.7362602823,0.1788,9228.579887795448,1808.046389844032
97,809015.6855625357,0.1796,9228.579887795448,1801.8166716314824
98,809167.8682036466,0.1812,9228.579887795448,1786.2425346658865
99,809425.6267164941,0.1816,9228.579887795448,1782.8758297720135
100,811007.4603686967,0.184,9228.579887795448,1763.0596964536885
101,811067.4266383953,0.184,9228.579887795448,1763.190057909555
102,811067.4266383953,0.184,9228.579887795448,1763.190057909555
103,811486.7253603659,0.184,9228.579887795448,1764.1015768703608
104,811494.6764402218,0.184,9228.579887795448,1764.1188618265692
105,814387.881010541,0.184,9228.579887795448,1770.408436979437
106,814954.5804572492,0.1844,9228.579887795448,1767.7973545710395
107,815918.2103493151,0.1864,9228.579887795448,1750.8974471015345
108,823399.8272098769,0.1936,9228.579887795448,1701.239312417101
109,823399.8272098769,0.1936,9228.579887795448,1701.239312417101
110,826598.2964416972,0.1936,9228.579887795448,1707.847719920862
111,827641.5027649145,0.1936,9228.579887795448,1710.003104886187
112,833006.3672684481,0.1936,9228.579887795448,1721.0875356786119
113,836705.2565655016,0.1936,9228.579887795448,1728.7298689369868
114,837258.6428976972,0.1936,9228.579887795448,1729.8732291274735
115,838341.6939170627,0.1936,9228.579887795448,1732.1109378451708
116,839815.0949823847,0.1936,9228.579887795448,1735.1551549222825
117,841865.0845792769,0.1936,9228.579887795448,1739.3906706183407
118,842362.0720505494,0.1936,9228.579887795448,1740.4175042366724
119,843355.1599312478,0.1936,9228.579887795448,1742.4693387009252
120,843355.1599312478,0.1936,9228.579887795448,1742.4693387009252
121,843781.0919521195,0.1936,9228.579887795448,1743.349363537437
122,844368.9556824473,0.1936,9228.579887795448,1744.5639580215852
123,845392.5287741297,0.1936,9228.579887795448,1746.6787784589455
124,847736.9520250809,0.1936,9228.579887795448,1751.5226281509936
125,847826.2435796839,0.1936,9228.579887795448,1751.7071148340576
126,847989.4612582606,0.1936,9228.579887795448,1752.0443414426873
127,848076.5638587858,0.1936,9228.579887795448,1752.224305493359
128,849316.8135781677,0.1936,9228.579887795448,1754.7868049135695
129,849380.1720905215,0.1936,9228.579887795448,1754.9177109308296
130,849944.2090628562,0.1936,9228.579887795448,1756.083076576149
131,851576.9264036466,0.1936,9228.579887795448,1759.4564595116665
132,852788.5540709812,0.1936,9228.579887795448,1761.959822460705
