Iteration,QD-Score,Coverage,Maximum,Average
1,-46726.98392034182,0.0676,144.49437179910018,-276.4910291144487
2,-6886.826182929239,0.0732,862.7247458163649,-37.63292996136196
3,70132.93744840623,0.082,2062.816561407596,342.1118899922255
4,102679.60856959486,0.0824,3556.0123996168377,498.4447017941498
5,143916.70622849595,0.0848,4494.563186412304,678.8523878702639
6,167856.16665121913,0.0848,5270.584800695628,791.7743709963166
7,184032.57073256894,0.0848,6051.963203786314,868.0781638328724
8,192709.61009807736,0.0848,6389.938394560665,909.0075948022517
9,196328.71332642995,0.0848,7021.3895355425775,926.0788364454243
10,200904.58862998747,0.0848,7320.131573268771,947.6631539150352
11,209064.7076916337,0.0848,7547.980183093995,986.1542815643099
12,218454.55612913368,0.0848,7860.7562777146695,1030.4460194770456
13,220230.14569674095,0.0848,8204.419685666264,1038.8214419657593
14,225728.27598628326,0.0848,8763.434459100663,1064.756018803223
15,234968.48762572743,0.0848,8763.434459100663,1108.3419227628651
16,238975.1937317662,0.0848,8763.434459100663,1127.2414798668217
17,246962.4693863716,0.0848,8791.233584269881,1164.9173084262811
18,247327.5727153439,0.0848,8840.758978371323,1166.6394939403015
19,259470.14642433226,0.0848,8840.758978371323,1223.9157850204351
20,265319.79471116065,0.0848,8866.84154868871,1251.5084656186823
21,269689.3972144194,0.0848,8866.84154868871,1272.1197981812236
22,281550.41895844374,0.0848,8866.84154868871,1328.0680139549233
23,340840.7625242974,0.0884,8866.84154868871,1542.2658937751014
24,532252.1387457796,0.102,8866.84154868871,2087.2632891991357
25,554432.0988727142,0.1028,8866.84154868871,2157.323341917176
26,570844.6202556544,0.104,8866.84154868871,2195.5562317525173
27,671615.3814334116,0.108,8866.84154868871,2487.464375679302
28,769353.0630599002,0.1316,8866.84154868871,2338.459158236779
29,869849.213677121,0.1464,8866.84154868871,2376.6371958391283
30,870680.1016460856,0.1544,8866.84154868871,2255.6479317256103
31,896304.195366798,0.1652,8866.84154868871,2170.2280759486634
32,907596.0062501921,0.1664,8866.84154868871,2181.721168870654
33,903001.9222259959,0.1716,8866.84154868871,2104.899585608382
34,908331.1577112877,0.1728,8866.84154868871,2102.618420627981
35,1001233.9170757467,0.2108,8866.84154868871,1899.8746054568248
36,1043231.5218111381,0.2268,8866.84154868871,1839.9145005487446
37,1054159.5442070907,0.2304,8866.84154868871,1830.1380975817547
38,1054646.4720494477,0.2304,8866.84154868871,1830.9834584191801
39,1074303.7600428981,0.236,8866.84154868871,1820.8538305811833
40,1187116.3628289853,0.2604,8866.84154868871,1823.5274390614213
41,1239392.5774434782,0.2832,8866.84154868871,1750.5544879145173
42,1269051.7820245838,0.2872,8866.84154868871,1767.481590563487
43,1312547.9715147605,0.2972,8866.84154868871,1766.5517786201353
44,1363762.1382599405,0.3096,8866.84154868871,1761.966586899148
45,1410674.022475957,0.3172,8866.84154868871,1778.9079728574488
46,1480796.642813377,0.3304,8866.84154868871,1792.7320130912556
47,1482879.3031037697,0.3308,8866.84154868871,1793.0825914193103
48,1499851.1510452316,0.3328,8866.84154868871,1802.7057103909033
49,1568362.2873279164,0.3476,8866.84154868871,1804.7897437605482
50,1599034.7856427263,0.3508,8866.84154868871,1823.3007818047051
51,1621657.3721394103,0.3644,8866.84154868871,1780.084930998255
